310	10028.997	10131.743	61.218	GL
311	10025.38	10132.453	62.871	GL
312	10024.976	10135.87	61.782	GL
313	10010.521	10139.399	61.741	GL
314	10009.642	10137.089	62.099	GL
315	9988.398	10138.166	62.129	GL
316	9984.572	10132.047	62.406	GL
317	9984.419	10134.743	64.062	GL
318	9979.383	10136.268	61.239	GL
319	9975.499	10137.783	63.246	GL
320	9977.498	10147.402	63.06	GL
321	9981.858	10146.383	61.104	GL
322	9986.499	10141.946	63.872	GL
323	9987.642	10156.79	62.534	GL
324	9990.855	10155.133	63.259	GL
325	9984.829	10156.86	60.942	GL
326	9977.791	10159.413	63.085	GL
327	9982.02	10174.644	63.012	GL
328	9986.031	10174.164	61.554	GL
329	9983.439	10180.072	61.545	GL
330	9988.344	10171.85	60.656	GL
331	9989.238	10171.311	61.242	GL
332	9992.035	10170.1	61.275	GL
333	9991.73	10169.277	60.625	GL
334	9991.575	10167.874	61.541	GL
335	9991.047	10164.582	62.736	GL
336	9992.752	10164.244	62.497	GL
337	9994.449	10164.099	61.553	GL
338	9993.262	10149.123	61.965	GL
339	10005.779	10154.029	61.692	GL
340	10018.715	10151.457	61.713	GL
341	10030.013	10151.51	61.674	GL
342	10032.336	10151.369	62.573	GL
343	10036.77	10150.672	61.426	GL
344	10042.156	10148.87	61.365	GL
345	10045.472	10147.808	62.509	GL
346	10047.713	10147.425	61.751	GL
347	10060.538	10145.702	61.778	GL
348	10062.792	10149.043	61.535	GL
349	10063.926	10151.531	61.244	GL
350	10064.988	10154.405	61.367	GL
351	10053.669	10163.472	61.386	GL
352	10051.913	10164.009	62.219	GL
353	10051.222	10157.835	61.355	GL
354	10049.235	10157.741	62.158	GL
355	10050.387	10154.574	61.714	GL
356	10048.898	10167.426	61.353	GL
357	10042.388	10169.08	61.45	GL
358	10040.983	10169.561	60.559	GL
359	10037.44	10167.327	63.066	GL
360	10035.668	10165.841	62.366	GL
361	10034.932	10163.69	61.777	GL
362	10019.103	10173.548	61.482	GL
363	10019.643	10174.782	60.74	GL
364	10008.308	10174.635	62.168	GL
365	10007.332	10172.244	62.679	GL
366	10006.207	10168.842	60.529	GL
367	9993.94	10171.833	61.634	GL
368	9993.367	10174.721	63.412	GL
369	9992.899	10177.928	61.761	GL
